id,name,description
1014081,Hopes and Promises for the Future,"""Time Travelers"" Category Ki +4 and 
HP, ATK & DEF +150%; or Super STR Type 
Ki +4 and HP, ATK & DEF +100%"
1014111,Mission Complete,"""Bond of Friendship"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or PHY Type Ki +3 and HP, ATK & DEF +30%"
1014112,Mission Complete,"""Bond of Friendship"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or PHY Type Ki +3 and HP, ATK & DEF +50%"
1014131,Hope-Filled Strike,"""Full Power"" Category Ki +3 and 
HP, ATK & DEF +170%; or Super TEQ Type 
Ki +3 and HP, ATK & DEF +120%"
1014141,Soaring Heart,"INT and STR Type 
Ki +3 and HP, ATK & DEF +90%"
1014151,Life of the Party,"TEQ and STR Type 
Ki +3 and HP, ATK & DEF +90%"
1014161,The Love to Light the Future,"AGL & INT Types 
Ki +3 and HP, ATK & DEF +90%"
1014171,Casual Refreshment,"TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +90%"
1014181,Vow of Happiness,"STR & PHY Type 
Ki +3 and HP, ATK & DEF +90%"
1014191,Immaculately Innocent Approach,"INT & PHY Type 
Ki +3 and HP, ATK & DEF +90%"
1014211,Apex of Supreme Saiyan Power,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +180%; 
or Super AGL Type Ki +3 and HP, ATK & DEF +130%"
1014221,Unrivaled Saiyan's Peak,"""Vegeta's Family"" Category 
Ki +3 and HP, ATK & DEF +180%; 
or Super STR Type Ki +3 and HP, ATK & DEF +130%"
1014331,Thundering Wrath from Hell,"Extreme PHY Type 
Ki +3 and HP, ATK & DEF +110%"
1014351,Roaring Hatred from Hell,"Extreme INT Type 
Ki +3 and HP, ATK & DEF +110%"
1014461,Shopping with Dad,"AGL & TEQ Type 
Ki +3 and HP, ATK & DEF +90%"
1014471,Overwhelming Army,"Extreme Class Ki +4 and HP, ATK & DEF +120%"
1014491,Victory Clincher,"Super STR Type 
Ki +3 and HP, ATK & DEF +110%"
1014501,Courage to the Max!,"All Types Ki +3 and HP, ATK & DEF +120%"
1014511,Unusual Evolution,"""Pure Saiyans"" Category Ki +3 
and HP, ATK & DEF +120%; 
or Extreme AGL Type Ki +3 
and HP, ATK & DEF +100%"
1014641,Good Versus Evil,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or INT Type Ki +2 and HP, ATK & DEF +30%"
1014642,Good Versus Evil,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or INT Type Ki +3 and HP, ATK & DEF +50%"
1014661,Predatory Urge,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +160%"
1014681,Battle as a Namekian,"""Namekians"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
AGL Type Ki +2 and HP, ATK & DEF +30%"
1014682,Battle as a Namekian,"""Namekians"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
AGL Type Ki +2 and HP, ATK & DEF +30%"
1014711,Rapid Growth,"INT Type Ki +2 and HP, ATK & DEF +90%"
1014712,Rapid Growth,"INT Type Ki +3 and HP, ATK & DEF +100%"
1014721,A New Destination,"All Types Ki +3 and HP, ATK & DEF +60%"
1014722,A New Destination,"All Types Ki +3 and HP, ATK & DEF +70%"
1014741,New Form and Resolve,"Super TEQ Type 
Ki +3 and HP, ATK & DEF +110%"
1014761,Boiling Power,"Super Class Ki +3 and HP, ATK & DEF +130%"
1014821,Glacial Prestige,"Extreme Class Ki +3 and HP, ATK & DEF +130%"
1014911,Last-Ditch Battle,"""Androids"" Category Ki +3 and HP, ATK & DEF +170%; 
or Super PHY Type Ki +3 and HP, ATK & DEF +120%"
1014941,The Deadly Cell Games,"Extreme PHY Type Ki +4 and HP, ATK & DEF +120%; 
Super PHY Type Ki +3 and HP, ATK & DEF +90%"
1014971,Miraculous Outcome,"""Representatives of Universe 7"" Category 
Ki +3 and HP, ATK & DEF +177%; 
or TEQ Type Ki +3 and HP, ATK & DEF +120%"
1014991,Saiyans' Limitless Potential,"Extreme INT Type 
Ki +4 and HP, ATK & DEF +150%"
1015001,Roar of Rage,"Super INT Type 
Ki +4 and HP, ATK & DEF +150%"
1015031,Awakened Saiyan Blood,"""Pure Saiyans"" Category 
Ki +4 and HP, ATK & DEF +130%"
1015051,Shocking Absorption Ability,"""Transformation Boost"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Extreme STR Type 
Ki +3 and HP, ATK & DEF +120%"
1015101,Universe's Bravest,"Super INT Type 
Ki +3 and HP, ATK & DEF +110%"
1015111,Wrathful Eruption,"STR Type Ki +3 and HP, ATK & DEF +100%"
1015131,Pursuing Perfection,"Extreme TEQ Type 
Ki +4 and HP, ATK & DEF +150%"
1015141,All-Out Focus,"Super TEQ Type 
Ki +4 and HP, ATK & DEF +150%"
1015181,Lupine Awakening,"""Joined Forces"" Category 
Ki +4 and HP, ATK & DEF +150%"
1015201,Watchers of the Cosmos,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
1015202,Watchers of the Cosmos,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
1015211,Evolution to Match Strength,"Extreme STR Type 
Ki +4 and HP, ATK & DEF +150%"
1015221,Warrior Race's Resolve,"Super STR Type 
Ki +4 and HP, ATK & DEF +150%"
1015231,Victorious Smile,"Super AGL Type 
Ki +4 and HP, ATK & DEF +150%"
1015241,Fierce Focused Attack,"Extreme AGL Type 
Ki +4 and HP, ATK & DEF +150%"
1015251,Dimension-Breaking Roar,"Extreme PHY Type 
Ki +4 and HP, ATK & DEF +150%"
1015261,Power of the Legendary Sword,"Super PHY Type 
Ki +4 and HP, ATK & DEF +150%"
1015291,A Shot at Victory,"STR Type ATK +35% 
per STR Ki Sphere obtained"
1015311,Burning Hot Tenacity,"TEQ Type ATK +35% 
per TEQ Ki Sphere obtained"
1015371,Fusion with the Big Gete Star,"""Wicked Bloodline"" Category 
Ki +4 and HP, ATK & DEF +170%; or 
Extreme AGL Type Ki +3 and HP, ATK & DEF +120%"
1015421,Charming Girl's Dance,"""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +88%; or 
STR Type Ki +3 and HP, ATK & DEF +30%"
1015422,Charming Girl's Dance,"""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +99%; or 
STR Type Ki +3 and HP, ATK & DEF +50%"
1015471,Epitome of Sublime Beauty,"""Time Travelers"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Extreme INT Type Ki +3 and HP, ATK & DEF +120%"
1015571,Last-Ditch Attack,"""Full Power"" Category 
Ki +4 and HP, ATK & DEF +150%; or 
Extreme STR Type Ki +4 and HP, ATK & DEF +100%"
1015591,Brave Pair,"""Majin Buu Saga"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or INT Type Ki +2 and HP, ATK & DEF +30%"
1015592,Brave Pair,"""Majin Buu Saga"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or INT Type Ki +3 and HP, ATK & DEF +50%"
1015651,Concentrated Spirit,"Super STR Type 
Ki +3 and HP, ATK & DEF +100%"
1015652,Concentrated Spirit,"Super STR Type 
Ki +3 and HP, ATK & DEF +110%"
1015671,Assassin's Ultimate Technique,"""Universe 6"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Universe Survival Saga"" Category 
Ki +3 and HP, ATK & DEF +160%"
1015791,Demonstration of True Strength,"STR Type Ki +3 and HP, ATK & DEF +100%"
1015811,Overcoming Mental Weakness,"INT Type Ki +3 and HP, ATK & DEF +100%"
1015841,Dominance Through Destruction,"""Universe 6"" Category 
Ki +3 and HP, ATK & DEF +130%; 
or PHY Type Ki +3 and HP, ATK & DEF +90%"
1015891,Desperate Showdown,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +130%; or 
AGL Type Ki +3 and HP, ATK & DEF +100%"
1015901,Non-Negotiable Resolve,"""Vegeta's Family"" Category 
Ki +3 and HP, ATK & DEF +130%; or 
STR Type Ki +3 and HP, ATK & DEF +100%"
1015911,Wings Spread Out to the Cosmos,"Recovers 5555 HP per Ki Sphere of 
character's Type obtained"
1015971,Transcendent Fusion,"""Movie Heroes"" or ""Fusion"" Category 
Ki +3 and HP, ATK & DEF +170%"
1016001,Endless Evolution of the Warrior Race,"""Movie Bosses"" or ""Full Power"" Category 
Ki +3 and HP, ATK & DEF +170%"
1016031,God's Effortless Controlling Aura,"Super TEQ Type Ki +3 and HP, ATK & DEF +130%"
1016051,Devastating Fighting Spirit of God,"Super STR Type Ki +3 and HP, ATK & DEF +130%"
1016081,Troublesome Father and Son,"Extreme INT Type 
Ki +3 and HP, ATK & DEF +130%"
1016101,Becoming a Furious God,"""Movie Heroes"" Category Ki +3 and 
HP, ATK & DEF +77%; or AGL Type 
Ki +2 and HP, ATK & DEF +30%"
1016121,The Power of a God Unleashed,"""Movie Heroes"" Category Ki +3 and 
HP, ATK & DEF +77%; or TEQ Type 
Ki +2 and HP, ATK & DEF +30%"
1016251,Secret Behind the Sneezes,"""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +130%"
1016301,Grand Tour Companion,"""Dragon Ball Seekers"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
INT Type allies' Ki +2 and HP, ATK & DEF +40%"
1016302,Grand Tour Companion,"""Dragon Ball Seekers"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
INT Type allies' Ki +3 and HP, ATK & DEF +50%"
1016311,Hidden Majin Power,"""Resurrected Warriors"" Category 
Ki +4 and HP, ATK & DEF +130%"
1016371,Endless Adventure,"""Dragon Ball Seekers"" Category 
Ki +4 and HP, ATK & DEF +177%; 
or Super INT Type Ki +4 and HP, ATK & DEF +120%"
1016401,Ultimate Malign Being,"""Artificial Life Forms"" Category 
Ki +4 and HP, ATK & DEF +150%; 
or Extreme AGL Type Ki +4 and 
HP, ATK & DEF +100%"
1016461,Potent Super Attack,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +130%; or 
TEQ Type Ki +3 and HP, ATK & DEF +100%"
1016491,Explosive Super Elite,"""Vegeta's Family"" Category 
Ki +3 and HP, ATK & DEF +130%; or 
PHY Type Ki +3 and HP, ATK & DEF +100%"
1016511,Limitless Combat Power,"""Pure Saiyans"" Category 
Ki +3 and HP, ATK & DEF +170%; or 
Super Class Ki +3 and HP, ATK & DEF +130%"
1016571,All-Or-Nothing Punch,"""DB Saga"" or ""Youth"" Category 
Ki +3 and HP, ATK & DEF +170%"
1016581,Culmination of Hope,"""Shadow Dragon Saga"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
INT Type Ki +2 and HP, ATK & DEF +30%"
1016582,Culmination of Hope,"""Shadow Dragon Saga"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
INT Type Ki +3 and HP, ATK & DEF +50%"
1016611,New Power from Training,"INT Type Ki +3 and HP, ATK & DEF +100%"
1016731,The Ultimate Evil and Hatred,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1016741,All-New Power,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1016751,Intensely Trained Body and Mind,"All Types Ki +3 and HP, ATK & DEF +80%"
1016761,Swirling Dark Magic,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1016771,Unmeasurable Super Combat Power,"INT Type Ki +3 and HP, ATK & DEF +100%"
1016781,Savage and Sly Majin,"INT Type Ki +3 and HP, ATK & DEF +100%"
1016811,Miracle-Calling Clash,"""Siblings' Bond"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +170%"
1016841,Two Makes the Strongest of All Universes,"""Joined Forces"" Category Ki +4 and 
HP, ATK & DEF +150%; or Super AGL Type 
Ki +4 and HP, ATK & DEF +100%"
1017021,A Lesson in Good and Evil,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +130%"
1017061,Power to Overcome Adversity,"""Time Travelers"" Category 
Ki +3 and HP, ATK & DEF +130%; 
or INT Type Ki +3 and HP, ATK & DEF +90%"
1017081,Resilient Will to Protect the Future,"""Future Saga"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Super Class Ki +3 and HP, ATK & DEF +130%"
1017121,True Power of a God,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Extreme Class Ki +3 and HP, ATK & DEF +130%"
1017161,Storm of Terror,"""Transformation Boost"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
PHY Type Ki +2 and HP, ATK & DEF +30%"
1017162,Storm of Terror,"""Transformation Boost"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
PHY Type Ki +3 and HP, ATK & DEF +50%"
1017181,Pinnacle of Fury,"""Super Saiyans"" or 
""Planet Namek Saga"" Category 
Ki +3 and HP, ATK & DEF +170%"
1017241,Into the Final Phase,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
STR Type Ki +2 and HP, ATK & DEF +30%"
1017261,World-Saving Hero,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or Super Class Ki +3 and HP, ATK & DEF +40%"
1017262,World-Saving Hero,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or Super Class Ki +3 and HP, ATK & DEF +40%"
1017281,Hero Who Unites the World,"Super Class Ki +3 and HP, ATK & DEF +100%"
1017301,Creation of a New History,"All Types Ki +3 and HP, ATK & DEF +80%"
1017321,Counterattack of the Wicked Family,"""Wicked Bloodline"" Category 
Ki +4 and HP, ATK & DEF +130%"
1017351,Life Form of Hate and Ruin,"""Artificial Life Forms"" Category 
Ki +4 and HP, ATK & DEF +130%"
1017371,Unstoppable Evolution,"""Artificial Life Forms"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or Extreme Class Ki +3 and HP, ATK & DEF +40%"
1017372,Unstoppable Evolution,"""Artificial Life Forms"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or Extreme Class Ki +3 and HP, ATK & DEF +40%"
1017381,The Original Golden Duo,"""Youth"" Category 
Ki +4 and HP, ATK & DEF +130%"
1017431,Power of Kindness and Courage,"All Types Ki +3 and HP, ATK & DEF +60%"
1017432,Power of Kindness and Courage,"All Types Ki +3 and HP, ATK & DEF +70%"
1017441,Secret Technique for Victory,"INT Type Ki +3 and HP, ATK & DEF +90%"
1017442,Secret Technique for Victory,"INT Type Ki +3 and HP, ATK & DEF +100%"
1017491,Kami and Demon King United,"""Namekians"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Worthy Rivals"" Category 
Ki +3 and HP, ATK & DEF +170%"
1017571,Dispersion of Evil,"""Artificial Life Forms"" Category 
Ki +3 and HP, ATK & DEF +130%"
1017591,Newly Acquired Chance,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +130%"
1017631,Awakened True Power,"""Kamehameha"" Category Ki +3 and 
HP, ATK & DEF +180%; or Super AGL Type 
Ki +3 and HP, ATK & DEF +130%"
1017661,Invincible Battle Form,"""Vegeta's Family"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
STR Type Ki +2 and HP, ATK & DEF +30%"
1017662,Invincible Battle Form,"""Vegeta's Family"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
STR Type Ki +3 and HP, ATK & DEF +50%"
1017681,Shocking Contact,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or STR Type Ki +2 and HP, ATK & DEF +50%"
1017682,Shocking Contact,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or STR Type Ki +3 and HP, ATK & DEF +50%"
1017701,Princess Oto's Scorn,"""Shadow Dragon Saga"" Category 
Ki +3 and HP, ATK & DEF +130%"
1017721,Unwavering Will and Newfound Power,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or INT Type Ki +2 and HP, ATK & DEF +50%"
1017722,Unwavering Will and Newfound Power,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or INT Type Ki +3 and HP, ATK & DEF +50%"
1017741,Answers Found in Training,"""Goku's Family"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
TEQ Type Ki +2 and HP, ATK & DEF +30%"
1017742,Answers Found in Training,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
TEQ Type Ki +3 and HP, ATK & DEF +50%"
1017901,The True Value of Perfect Form,"""Androids/Cell Saga"" Category Ki +4 and 
HP, ATK & DEF +180%; or Extreme INT Type 
Ki +3 and HP, ATK & DEF +130%"
1017931,Lethal Android,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
1017932,Lethal Android,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
1017951,Destructive Android,"""Siblings' Bond"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or STR Type Ki +2 and HP, ATK & DEF +30%"
1017952,Destructive Android,"""Siblings' Bond"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or STR Type Ki +3 and HP, ATK & DEF +50%"
1017961,Ferocious Saiyan Prince,"All Types Ki +3 and HP, ATK & DEF +60%"
1017962,Ferocious Saiyan Prince,"All Types Ki +3 and HP, ATK & DEF +70%"
1018031,The Androids' Journey,"""Androids"" Category Ki +4 and 
HP, ATK & DEF +170%; or Extreme PHY Type 
Ki +4 and HP, ATK & DEF +100%"
1018061,Magnificent Squadron,"""Terrifying Conquerors"" Category 
Ki +3 and HP, ATK & DEF +140%"
1018101,Magnificent Swordsmanship,"PHY Type ATK +35% 
per PHY Ki Sphere obtained"
1018121,Heroic Warrior,"""Bond of Master and Disciple"" or 
""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018151,Victor of the Future,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +130%"
1018191,Extreme Ultimate Power,"""Terrifying Conquerors"" or 
""Transformation Boost"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018221,Little Great Saiyaman of Mystery,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +60%; or 
AGL Type Ki +2 and HP, ATK & DEF +40%"
1018222,Little Great Saiyaman of Mystery,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
AGL Type Ki +3 and HP, ATK & DEF +50%"
1018251,Legend Reborn,"""Pure Saiyans"" or ""Hybrid Saiyans"" Category 
Ki +4 and HP, ATK & DEF +150%"
1018271,Foe Elimination Circuit,"""Target: Goku"" or ""Androids"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018301,The Golden Strongest Form,"""Dragon Ball Heroes"" Category or 
Extreme TEQ Type Ki +3 and HP, ATK & DEF +130%"
1018321,Furious Researcher,"""Dragon Ball Heroes"" Category 
Ki +4 and HP, ATK & DEF +150%"
1018331,Limit-Breaking Super Power,"""Dragon Ball Heroes"" Category or 
Super STR Type Ki +3 and HP, ATK & DEF +130%"
1018341,Roused Prince,"""Dragon Ball Heroes"" Category or 
Super PHY Type Ki +3 and HP, ATK & DEF +130%"
1018361,Sacred Power of Time,"""Dragon Ball Heroes"" Category or 
Super TEQ Type Ki +3 and HP, ATK & DEF +130%"
1018401,Unleashed Saiyan,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or STR Type Ki +2 and HP, ATK & DEF +30%"
1018402,Unleashed Saiyan,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or STR Type Ki +3 and HP, ATK & DEF +50%"
1018411,Super Ghost Prank,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +60%; or 
INT Type Ki +2 and HP, ATK & DEF +30%"
1018412,Super Ghost Prank,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
INT Type Ki +3 and HP, ATK & DEF +50%"
1018461,Swelling Power of Evil,"Extreme Class Ki +3 and HP, ATK & DEF +100%"
1018491,Miracle-Making Super Saiyan,"""Super Saiyans"" Category 
Ki +4 and HP, ATK & DEF +150%"
1018501,The Tiniest Top-Notch Hero,ATK & DEF +15% per Ki Sphere obtained
1018502,The Tiniest Top-Notch Hero,ATK & DEF +20% per Ki Sphere obtained
1018521,Revenge Technology,"""Target: Goku"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or PHY Type Ki +2 and HP, ATK & DEF +30%"
1018522,Revenge Technology,"""Target: Goku"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or PHY Type Ki +3 and HP, ATK & DEF +50%"
1018541,Final Super Power,"""Representatives of Universe 7"" or 
""Universe Survival Saga"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018561,Ruthless Android,PHY Type enemies' ATK -40% and DEF -20%
1018562,Ruthless Android,PHY Type enemies' ATK & DEF -40%
1018591,Wicked Wizard and Lord of the Demon Realm,"""Majin Buu Saga"" Category 
Ki +4 and HP, ATK & DEF +150%"
1018621,Ultimate and Supreme Fusion,"""Final Trump Card"" or ""Fusion"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018651,Ultimate and Invincible Fusion,"""Final Trump Card"" or ""Potara"" Category 
Ki +3 and HP, ATK & DEF +170%"
1018661,Joyful Athleticism,"All Types Ki +3 and HP, ATK & DEF +60%"
1018662,Joyful Athleticism,"All Types Ki +3 and HP, ATK & DEF +70%"
1018701,Creeping Conspiracy,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +60%; or 
Extreme Class Ki +2 and HP, ATK & DEF +30%"
1018702,Creeping Conspiracy,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
Extreme Class Ki +3 and HP, ATK & DEF +40%"
1018721,Hercule City's New Hero,"""Defenders of Justice"" Category 
Ki +3 and HP, ATK & DEF +60%; or 
Super Class Ki +3 and HP, ATK & DEF +40%"
1018722,Hercule City's New Hero,"""Defenders of Justice"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
Super Class Ki +3 and HP, ATK & DEF +40%"
1018841,Rumored Warrior of Justice,"Super Class Ki +3 and HP, ATK & DEF +70%"
1018842,Rumored Warrior of Justice,"Super Class Ki +3 and HP, ATK & DEF +77%"
1018881,Mark of Almighty Power,"""Future Saga"" Category 
Ki +4 and HP, ATK & DEF +150%; 
or Extreme INT Type Ki +4 and HP, ATK & DEF +100%"
1018931,First Friend,"""Pure Saiyans"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
INT Type Ki +2 and HP, ATK & DEF +30%"
1018932,First Friend,"""Pure Saiyans"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
INT Type Ki +3 and HP, ATK & DEF +50%"
1018951,Daring Planetary Invasion,"""Joined Forces"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
Extreme Class Ki +2 and HP, ATK & DEF +30%"
1018952,Daring Planetary Invasion,"""Joined Forces"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
Extreme Class Ki +3 and HP, ATK & DEF +40%"
1019001,A New Life on Vampa,"""Movie Bosses"" Category 
Ki +4 and HP, ATK & DEF +150%; or 
Extreme PHY Type Ki +4 and HP, ATK & DEF +100%"
1019041,Parents' Guidance,"""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +130%; or 
STR Type Ki +3 and HP, ATK & DEF +90%"
1019071,Dawn of Darkest Justice,"""Time Travelers"" Category 
Ki +3 and HP, ATK & DEF +100%"
1019091,Cunning Moves,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or INT Type Ki +2 and HP, ATK & DEF +30%"
1019092,Cunning Moves,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or INT Type Ki +3 and HP, ATK & DEF +50%"
1019101,Grand Opening,"""Team Bardock"" Category 
Ki +4 and HP, ATK & DEF +130%"
1019141,Raging Counterattack,"""Revenge"" or ""Low-Class Warrior"" Category 
Ki +4 and HP, ATK & DEF +170%"
1019171,Infinite Power,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or AGL Type Ki +2 and HP, ATK & DEF +30%"
1019172,Infinite Power,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or AGL Type Ki +3 and HP, ATK & DEF +50%"
1019201,Total Invasion,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
1019202,Total Invasion,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
